text,intent
open application number 1302,OPEN_APP
search query number 207,WEB_SEARCH
open application number 1343,OPEN_APP
get time request number 760,GET_TIME
general conversation number 1092,GENERAL_CONVERSATION
unmute command number 484,UNMUTE
open application number 979,OPEN_APP
search query number 870,WEB_SEARCH
open file number 350,OPEN_FILE
search query number 689,WEB_SEARCH
unmute command number 83,UNMUTE
search query number 1195,WEB_SEARCH
get time request number 1149,GET_TIME
get time request number 67,GET_TIME
open application number 257,OPEN_APP
open application number 428,OPEN_APP
search query number 177,WEB_SEARCH
unmute command number 458,UNMUTE
open file number 234,OPEN_FILE
open file number 27,OPEN_FILE
open file number 277,OPEN_FILE
mute command number 1320,MUTE
search query number 1426,WEB_SEARCH
general conversation number 352,GENERAL_CONVERSATION
general conversation number 18,GENERAL_CONVERSATION
open application number 38,OPEN_APP
search query number 137,WEB_SEARCH
unmute command number 49,UNMUTE
general conversation number 425,GENERAL_CONVERSATION
general conversation number 278,GENERAL_CONVERSATION
get time request number 1005,GET_TIME
open application number 43,OPEN_APP
get time request number 241,GET_TIME
get time request number 60,GET_TIME
get time request number 1022,GET_TIME
open application number 248,OPEN_APP
search query number 722,WEB_SEARCH
general conversation number 604,GENERAL_CONVERSATION
mute command number 48,MUTE
mute command number 1359,MUTE
get time request number 504,GET_TIME
mute command number 1416,MUTE
general conversation number 1271,GENERAL_CONVERSATION
open application number 222,OPEN_APP
mute command number 1169,MUTE
unmute command number 975,UNMUTE
general conversation number 66,GENERAL_CONVERSATION
get time request number 789,GET_TIME
open file number 562,OPEN_FILE
open application number 1405,OPEN_APP
open application number 583,OPEN_APP
open application number 1169,OPEN_APP
general conversation number 633,GENERAL_CONVERSATION
general conversation number 386,GENERAL_CONVERSATION
get time request number 245,GET_TIME
search query number 1343,WEB_SEARCH
get time request number 1060,GET_TIME
unmute command number 528,UNMUTE
mute command number 1198,MUTE
get time request number 1259,GET_TIME
get time request number 933,GET_TIME
general conversation number 1416,GENERAL_CONVERSATION
general conversation number 1209,GENERAL_CONVERSATION
get time request number 527,GET_TIME
unmute command number 1351,UNMUTE
mute command number 441,MUTE
mute command number 1178,MUTE
general conversation number 1363,GENERAL_CONVERSATION
unmute command number 381,UNMUTE
open file number 617,OPEN_FILE
search query number 750,WEB_SEARCH
search query number 286,WEB_SEARCH
get time request number 1348,GET_TIME
open application number 496,OPEN_APP
search query number 497,WEB_SEARCH
unmute command number 493,UNMUTE
open file number 601,OPEN_FILE
get time request number 575,GET_TIME
mute command number 164,MUTE
open application number 551,OPEN_APP
get time request number 815,GET_TIME
unmute command number 1416,UNMUTE
get time request number 834,GET_TIME
open file number 444,OPEN_FILE
unmute command number 365,UNMUTE
unmute command number 1295,UNMUTE
mute command number 777,MUTE
open application number 175,OPEN_APP
open file number 537,OPEN_FILE
search query number 1313,WEB_SEARCH
open file number 786,OPEN_FILE
get time request number 842,GET_TIME
general conversation number 752,GENERAL_CONVERSATION
mute command number 788,MUTE
general conversation number 424,GENERAL_CONVERSATION
get time request number 374,GET_TIME
open file number 305,OPEN_FILE
unmute command number 474,UNMUTE
mute command number 1025,MUTE
open file number 244,OPEN_FILE
general conversation number 901,GENERAL_CONVERSATION
general conversation number 1050,GENERAL_CONVERSATION
mute command number 918,MUTE
get time request number 1255,GET_TIME
get time request number 77,GET_TIME
get time request number 611,GET_TIME
get time request number 123,GET_TIME
get time request number 51,GET_TIME
open file number 504,OPEN_FILE
general conversation number 720,GENERAL_CONVERSATION
open file number 1359,OPEN_FILE
open application number 1066,OPEN_APP
unmute command number 994,UNMUTE
search query number 20,WEB_SEARCH
open application number 924,OPEN_APP
search query number 986,WEB_SEARCH
search query number 94,WEB_SEARCH
unmute command number 418,UNMUTE
general conversation number 516,GENERAL_CONVERSATION
open file number 968,OPEN_FILE
general conversation number 113,GENERAL_CONVERSATION
search query number 1218,WEB_SEARCH
search query number 1411,WEB_SEARCH
open application number 1365,OPEN_APP
open application number 1308,OPEN_APP
open application number 737,OPEN_APP
open application number 15,OPEN_APP
get time request number 416,GET_TIME
get time request number 26,GET_TIME
search query number 972,WEB_SEARCH
general conversation number 994,GENERAL_CONVERSATION
unmute command number 53,UNMUTE
mute command number 2,MUTE
search query number 823,WEB_SEARCH
general conversation number 1295,GENERAL_CONVERSATION
general conversation number 777,GENERAL_CONVERSATION
open file number 1411,OPEN_FILE
open file number 83,OPEN_FILE
mute command number 340,MUTE
open file number 1114,OPEN_FILE
open file number 81,OPEN_FILE
open application number 1091,OPEN_APP
general conversation number 987,GENERAL_CONVERSATION
mute command number 435,MUTE
get time request number 959,GET_TIME
search query number 918,WEB_SEARCH
mute command number 1204,MUTE
search query number 342,WEB_SEARCH
mute command number 168,MUTE
open file number 368,OPEN_FILE
open file number 248,OPEN_FILE
get time request number 1344,GET_TIME
general conversation number 837,GENERAL_CONVERSATION
search query number 816,WEB_SEARCH
search query number 302,WEB_SEARCH
open file number 396,OPEN_FILE
mute command number 638,MUTE
mute command number 1380,MUTE
search query number 1094,WEB_SEARCH
mute command number 889,MUTE
search query number 61,WEB_SEARCH
open application number 324,OPEN_APP
search query number 34,WEB_SEARCH
get time request number 1204,GET_TIME
open file number 979,OPEN_FILE
open file number 1204,OPEN_FILE
mute command number 1218,MUTE
get time request number 482,GET_TIME
mute command number 1079,MUTE
get time request number 682,GET_TIME
open file number 766,OPEN_FILE
unmute command number 100,UNMUTE
mute command number 1142,MUTE
open file number 84,OPEN_FILE
general conversation number 1312,GENERAL_CONVERSATION
search query number 531,WEB_SEARCH
open application number 1258,OPEN_APP
search query number 1259,WEB_SEARCH
mute command number 910,MUTE
open application number 464,OPEN_APP
general conversation number 1088,GENERAL_CONVERSATION
unmute command number 1251,UNMUTE
search query number 1105,WEB_SEARCH
open file number 1288,OPEN_FILE
open file number 1083,OPEN_FILE
unmute command number 71,UNMUTE
search query number 1208,WEB_SEARCH
search query number 171,WEB_SEARCH
open application number 1417,OPEN_APP
get time request number 1380,GET_TIME
search query number 462,WEB_SEARCH
open file number 1158,OPEN_FILE
open application number 681,OPEN_APP
mute command number 1005,MUTE
open file number 784,OPEN_FILE
open application number 260,OPEN_APP
general conversation number 400,GENERAL_CONVERSATION
open application number 594,OPEN_APP
unmute command number 50,UNMUTE
general conversation number 426,GENERAL_CONVERSATION
search query number 293,WEB_SEARCH
search query number 884,WEB_SEARCH
open application number 1059,OPEN_APP
get time request number 171,GET_TIME
unmute command number 200,UNMUTE
unmute command number 785,UNMUTE
unmute command number 470,UNMUTE
search query number 169,WEB_SEARCH
search query number 772,WEB_SEARCH
get time request number 146,GET_TIME
get time request number 764,GET_TIME
mute command number 1290,MUTE
get time request number 116,GET_TIME
open file number 654,OPEN_FILE
get time request number 709,GET_TIME
unmute command number 827,UNMUTE
unmute command number 1029,UNMUTE
search query number 724,WEB_SEARCH
mute command number 450,MUTE
open application number 522,OPEN_APP
unmute command number 250,UNMUTE
general conversation number 668,GENERAL_CONVERSATION
mute command number 516,MUTE
search query number 200,WEB_SEARCH
open file number 804,OPEN_FILE
open application number 817,OPEN_APP
general conversation number 1334,GENERAL_CONVERSATION
get time request number 1072,GET_TIME
general conversation number 682,GENERAL_CONVERSATION
unmute command number 778,UNMUTE
open application number 1032,OPEN_APP
open application number 901,OPEN_APP
open application number 1095,OPEN_APP
unmute command number 84,UNMUTE
unmute command number 387,UNMUTE
open file number 1382,OPEN_FILE
unmute command number 308,UNMUTE
search query number 118,WEB_SEARCH
mute command number 320,MUTE
general conversation number 126,GENERAL_CONVERSATION
open application number 829,OPEN_APP
open application number 771,OPEN_APP
open application number 1287,OPEN_APP
mute command number 762,MUTE
mute command number 855,MUTE
general conversation number 1346,GENERAL_CONVERSATION
general conversation number 1399,GENERAL_CONVERSATION
general conversation number 591,GENERAL_CONVERSATION
open file number 1031,OPEN_FILE
search query number 623,WEB_SEARCH
search query number 982,WEB_SEARCH
open file number 1060,OPEN_FILE
mute command number 126,MUTE
general conversation number 1095,GENERAL_CONVERSATION
get time request number 825,GET_TIME
general conversation number 577,GENERAL_CONVERSATION
mute command number 286,MUTE
open application number 1022,OPEN_APP
general conversation number 1158,GENERAL_CONVERSATION
general conversation number 376,GENERAL_CONVERSATION
unmute command number 1000,UNMUTE
open application number 682,OPEN_APP
open application number 899,OPEN_APP
open application number 18,OPEN_APP
unmute command number 468,UNMUTE
open file number 359,OPEN_FILE
get time request number 703,GET_TIME
get time request number 676,GET_TIME
open application number 741,OPEN_APP
mute command number 689,MUTE
open application number 46,OPEN_APP
open application number 268,OPEN_APP
open file number 36,OPEN_FILE
unmute command number 1427,UNMUTE
search query number 552,WEB_SEARCH
unmute command number 724,UNMUTE
unmute command number 446,UNMUTE
open application number 167,OPEN_APP
mute command number 1131,MUTE
general conversation number 1115,GENERAL_CONVERSATION
search query number 533,WEB_SEARCH
open application number 567,OPEN_APP
open file number 536,OPEN_FILE
open file number 595,OPEN_FILE
general conversation number 132,GENERAL_CONVERSATION
get time request number 1159,GET_TIME
general conversation number 1064,GENERAL_CONVERSATION
general conversation number 763,GENERAL_CONVERSATION
open application number 152,OPEN_APP
search query number 690,WEB_SEARCH
search query number 1223,WEB_SEARCH
search query number 433,WEB_SEARCH
general conversation number 640,GENERAL_CONVERSATION
search query number 842,WEB_SEARCH
unmute command number 581,UNMUTE
general conversation number 617,GENERAL_CONVERSATION
open application number 1381,OPEN_APP
open application number 913,OPEN_APP
general conversation number 221,GENERAL_CONVERSATION
